text,actors,directors,label
what is the movie from 1976 where jodie foster played a teenage prostitute and robert de niro also starred,"['jodie foster', 'robert de niro']",[],1
what is the movie from 1982 directed by steven spielberg about a little boy who finds an alien and tries to help him return to his home planet,[],['steven spielberg'],1
what is the movie from the 50 s with the girl who is a ballerina and the famous dancer in france,[],[],1
what is the movie in which angelina jolie is on the run for being suspected of being a russian spy,['angelina jolie'],[],0
what is the movie in which bella swan finally decides between edward and jacob gets married and gets pregnant,[],[],1
what is the movie in which clarice holds several meetings with dr hannibal lector to solve the case of buffalo bill,[],[],1
what is the movie in which eva mendes plays will ferrell s wife or girlfriend and is a comedy,"['eva mendes', 'will ferrell']",[],1
what is the movie in which han solo luke skywalker and princess leia encounter the ewoks while trying to destroy the death star a second time,[],[],1
what is the movie in which kevin costner hears the famous line if you build it they will come,['kevin costner'],[],1
what is the movie in which leonardo dicaprio is an undercover cop and matt damon is an undercover gangster posing as a policeman,"['leonardo dicaprio', 'matt damon']",[],0
what is the movie in which ripley and her crew first encounter the strange creature that attaches to people s faces grows within their bodies and then explodes out of their chests,[],[],1
what is the movie in which the main character confronts his enemy only to find out it is his father,[],[],0
what is the movie made in 1981 and remade in 2010 about a demigod persius and aid to zeus in a fight against hades,[],[],0
what is the movie of a group of superheroes teaming up to defeat an enemy that one of the heroes know,[],[],1
what is the movie set in 1074 where a target is sent when the mob wants to get rid of someone,[],[],0
what is the movie set in a futuristic city where the police can act as judge jury and executioner,[],[],1
what is the movie set in futuristic times where police have a lot of authority,[],[],1
what is the movie set in nyc about a case of mistaken identity crisis that turns out well,[],[],1
what is the movie set in the first world war about two french soldiers who are captured,[],[],1
what is the movie starring angelina jolie about a cia agent who goes on the run,['angelina jolie'],[],1
what is the movie starring ben affleck about a group of friends from boston who decide to start robbing banks,['ben affleck'],[],1
what is the movie starring bill murray that forces him to relive the same day over and over again,['bill murray'],[],1
what is the movie starring bill murray where he works on a golf course and steve murray also stars,"['bill murray', 'steve murray']",[],1
what is the movie starring daniel craig and rooney mara about a journalist who tries to find out what happened to a woman who disappeared decades ago,"['daniel craig', 'rooney mara']",[],1
what is the movie starring denzel washington about a black civil rights leader,['denzel washington'],[],1
what is the movie starring denzel washington about an out of control train hauling deadly cargo,['denzel washington'],[],1
what is the movie starring denzel washington about the message that spike lee was trying to send to an iconic figure,['denzel washington'],[],0
what is the movie starring gregory peck in which he plays a southern lawyer who represents a black man falsely accused of rape,['gregory peck'],[],1
what is the movie starring jason bateman and ryan reynolds as two friends who have their bodies switched,"['jason bateman', 'ryan reynolds']",[],1
what is the movie starring jennifer lawrence where she is a teenager forced to fight others to the death,['jennifer lawrence'],[],0
what is the movie starring jodie foster as an fbi agent in training who works on a case seeking the help of hannibal lector,['jodie foster'],[],1
what is the movie starring john travolta uma thurman and samuel l jackson where travolta and jackson have a conversation in the car about what foreign countries call fast food sandwiches,"['john travolta uma thurman', 'samuel l jackson', 'travolta', 'jackson']",[],1
what is the movie starring johnny depp and penelope cruz about the man who established the cocaine market in the 1970 s,"['johnny depp', 'penelope cruz']",[],1
what is the movie starring matthew mcconaughey and christian bale that is about fire breathing dragons coming out of the earth,"['matthew mcconaughey', 'christian bale']",[],1
what is the movie starring mila kunis and justin timberlake about two friends who think they can have sex with each other without forming an attachment,"['mila kunis', 'justin timberlake']",[],1
what is the movie starring nicholas cage and holly hunter as a couple who kidnap a baby who is actually one of 5 quintuplets,"['nicholas cage', 'holly hunter']",[],1
what is the movie starring robert pattinson where he works for a traveling circus and falls in love,['robert pattinson'],[],1
what is the movie starring roy scheider and richard dreyfuss that go hunting a shark that is killing people around amity island,"['roy scheider', 'richard dreyfuss']",[],1
what is the movie starring ryan reynolds where he has the ability to create solid constructs,['ryan reynolds'],[],1
what is the movie starring sigourney weaver and tom skerritt who stumble on a species that incubates in humans,"['sigourney weaver', 'tom skerritt']",[],1
what is the movie starring steve carrell about an idiot who gets invited to a meal where rich people bring the stupedest and weirdest idiots to a meal in a competition,['steve carrell'],[],0
what is the movie starring t i and some other people in which they steal money and rob a bank,['t i'],[],0
what is the movie starring tim allen kills santa and must magically take his place,['tim allen'],[],0
what is the movie starring tim allen who has to play the role of santa,['tim allen'],[],1
what is the movie starring tom hanks about a crippled man while not intelligent has accidentally been present at many historic moments but his true love jenny eludes him,['tom hanks'],[],1
what is the movie starring tom hanks and geena davis about women playing professional baseball,"['tom hanks', 'geena davis']",[],1
what is the movie that came out in 1993 based in poland during wwii involving a german businessman and his jewish workforce,[],[],1
what is the movie that centers around the daily routines of a canadian teen singer,[],[],1
what is the movie that explains how facebook was started and the issues that came out of it,[],[],1
what is the movie that features 2 lackluster police officers who try to break up a vicious drug ring,[],[],0
what is the movie that features a director who goes on the road as a hobo to learn about life,[],[],1
what is the movie that features a marine who goes to pandora and discovers a new world,[],[],1
what is the movie that features an orange cat who was in previous shrek movies,[],[],1
what is the movie that follows a nerdy kid who writings his daily activities in his diary,[],[],1
what is the movie that has giant battling robots that are controlled by humans for sport,[],[],1
what is the movie that is about a young boy who finds out that he is a wizard,[],[],1
what is the movie that is about pearl chavez finding herself split between her good son and her bad son,['pearl chavez'],[],1
what is the movie that is about the travels into remote nations of the world,[],[],1
what is the movie that is based off a book from a series of young adult novels that stars daniel radcliffe and is the very last film to be made starring this character,['daniel radcliffe'],[],0
what is the movie that is based off of one of shakespeare s most famous plays starring two tragic lovers,[],[],1
what is the movie that is based off of shakespeare s play in which the main character has the to be or not to be monologue,[],"['based off', 'shakespeare s play']",0
what is the movie that is one of several horror flicks put out in the 2000 s,[],[],1
what is the movie that is the current installment of a long running horror movie featuring young people trying to escape death,[],[],1
what is the movie that relives the true story of a girl hiding in the attic during the holocaust,[],[],1
what is the movie that revolves around a young woman from kansas who travels to a fantastical world and fights a wicked witch,[],[],1
what is the movie that spawned the theory that you can deal with mobsters on the day of their daughter s wedding,[],[],1
what is the movie that starred toby maquire were he played the jockey for what was to be a famous race horse,['toby maquire'],[],0
what is the movie that stars 2 incompetent cops that take down a drug ring,[],[],1
what is the movie that stars a young girl who loves surfing and recovers after an accident,[],[],1
what is the movie that stars seth rogan as a rich playboy who turns into a hero who fights crime with the help of a sidekick,['seth rogan'],[],1
what is the movie that stars steve carell and emma stone as his daughter where he goes through a divorce with his wife,"['steve carell', 'emma stone']",[],1
what is the movie that takes place almost entirely in an elevator about a group of people that are dying off one at a time,[],[],0
what is the movie that talks about a substance that has the ability to help the brain repair itself and leads way to the birth of an intelligent chimp,[],[],1
what is the movie that talks about the affair between a politician and a ballerina,[],[],1
what is the movie that tells about the start of facebook and the troubles that were faced,[],[],1
what is the movie that was set in georgia during the civil war in which scarlett o hara is one of the main characters,[],[],1
what is the movie where a boat is destroyed and the mystery is solved by the only survivor,[],[],0
what is the movie where a boy scout leader becomes a congressman and learns what really goes on in government,[],[],1
what is the movie where a director travels as a hobo to learn about life,[],[],0
what is the movie where a man learns that his next target is his ex wife,[],[],0
what is the movie where a man with a speaking impediment has trouble trying to become a politician,[],[],0
what is the movie where a woman was charged in the conspiracy to kill president abraham lincoln,[],[],0
what is the movie where a writer is hired to complete the british prime minister s memoirs and he uncovers secrets that could endanger his own life,[],[],0
what is the movie where a young boxer micky ward is shown as he progresses to become a professional boxer,[],[],1
what is the movie where a young boy and a tiger get shipwrecked and are forced to fend for their lives together,[],[],0
what is the movie where a young woman must choose between her trusted male shape shifter best friend or her vampire lover,[],[],0
what is the movie where all the kids like to play in the closet called,[],[],0
what is the movie where chevy chase and his family go on a road trip to an amusement park,['chevy chase'],[],1
what is the movie where four guy friends try to turn the tables against their girlfriends after seeing steve harvey s book,[],[],0
what is the movie where guy pierce plays a cia agent and is action packed,['guy pierce'],[],1
what is the movie where liam neeson leads a group of roughnecks when their plane crashes,['liam neeson'],[],0
what is the movie where luke and his friends flee the ice planet of hoth while escaping the imperials,[],[],0
what is the movie where matt damon tries to move his family to the country and tries to re open a zoo,['matt damon'],[],0
what is the movie where perseus son of zeus has to travel to the underworld,[],[],0
what is the movie where robert de niro has a fast paced occupation in nyc,['robert de niro'],[],0
what is the movie where ryan gosling s character shows emma stone s character his abs,"['ryan gosling', 'emma stone']",[],0
what is the movie where sara and the person who lives with her fights and is directed by 50 cent,[],['50 cent'],0
what is the movie where several dutch students experience world war 2 from the beginning of the war through the nazi occupation,[],[],1
what is the movie where steve carel and keira knightley star in where high school sweethearts reunite,"['steve carel', 'keira knightley']",[],1
what is the movie where superheros such as iron man and thor come together to make a team,[],[],1
what is the movie where the judge finds out his daughter is a drug addict at the same time he is advocating for the war on drugs,[],[],0
what is the movie where the lion cub simba lost his father mufasa when simba s uncle scar got jealous and tried to take over the pride lands,[],[],0
what is the movie where this man discovers a secret society of people who control free will they all wear hats its a requirements,[],[],0
what is the movie where tina fey and steve carrell go out on a date together only to find themselves tied up in something far more sinister than they had expected,"['tina fey', 'steve carrell']",[],0
what is the movie where various members of the rock group the beatles find themsleves chased around town by shady characters the police and overenthusiastic fans,['various members of the rock group the beatles'],[],0
what is the movie where zombies try to take over racoon city and people get hurt,[],[],0
what is the movie which a famous ship sinks out in the atlantic ocean in 1919,[],[],0
what is the movie with a girl that has an evil stepmother and 2 evil sisters and she looses a glass slipper,[],[],0
what is the movie with daniel craig as a man who wakes up with amnesia in the wild west,['daniel craig'],[],1
what is the movie with daniel craig that is the twenty third james bond film to be made,['daniel craig'],[],1
what is the movie with jack nicholson from 1974 where he investigates a man working for the water department,['jack nicholson'],[],1
what is the movie with jonah hill that is a remake of the the t v show about under cover cops in high school called,['jonah hill'],[],0
what is the movie with leighton meester who obsesses over her college friend that she shares a dorm with and who is played by minka kelly,"['leighton meester', 'minka kelly']",[],1
what is the movie with space aliens trying to take over earth and good guys in black suits,[],[],0
what is the movie with steve carol in it about how him and his wife get into some trouble accidentally after taking someone s reserved seat at a fancy restaurant,['steve carol'],[],1
what is the movie with steve carol that is a cartoon about an evil villian,['steve carol'],[],0
what is the movie with the bad luck day in its title where there is a killer,[],[],0
what is the movie with the monster from the 80 s that kills people that was really famous,[],[],0
what is the movie with three sailors who spend a day in new york that is a musical from the 1940 s,[],[],1
what is the mtv series that is a spin off the series the hills,[],['mtv'],0
what is the musical adaptation of a musical about a professor who agrees to take a flower girl and make her presentable,[],[],1
what is the musical made in 1956 that talks about a widow who accepts a job as a governess of the king s children,[],[],1
what is the musical movie about a famous charles dickens work that talks about a runaway orphan,[],[],1
what is the name of a 2008 movie about a military bomb squad in the iraq war,[],[],0
what is the name of a movie in which a man tries to take the moon with the help of his minions but ends up adopting 3 little girls and falling in love with them,[],[],0
what is the name of a movie that is also the common greeting used by bugs bunny,[],[],1
what is the name of carrie underwood s film debut in which she played a youth minister to a victim of a shark attack,['carrie underwood'],[],0
what is the name of disney s true life adventure about the lives of lions and cheetahs,[],[],1
what is the name of shakespeare s famous scottish play that starred john finch as the title character,['john finch'],[],1
what is the name of that 1991 animated film with an enchanted prince and a rose,[],[],1
what is the name of that cartoon where the little mouse wants the be a chef,[],[],0
what is the name of that chick flick starring bette middler and several other famous women and one of them dies with cancer,['bette middler'],[],0
what is the name of that classic mockumentary comedy that is about a fictional heavy metal band,[],[],1
what is the name of that famous kids movie that was a book first written by a woman with a mans name,[],[],0
what is the name of that jimmy stewart movie where the guy sees his life as if he did not exist that always plays around christmas,['jimmy stewart'],[],0
what is the name of that john wayne movie where brothers go to avenge their mothers death,['john wayne'],[],1
what is the name of that movie starring a singer and its set in kind of a maze,[],[],0
what is the name of that movie starring johnny depp and he had something else for hands,['johnny depp'],[],0
what is the name of that movie starring johnny depp and he was a pirate it was the third in a string of these movies i think,['johnny depp'],[],1
what is the name of that movie that had a dolphin in it that needed an artificial limb,[],[],0
what is the name of that movie that stared kurt russell where he was a criminal and new york city was the prison,['kurt russell'],[],0
what is the name of that movie that the main character was one of the gods and he fought with a hammer,[],[],0
what is the name of that movie where a mad scientist creates a monster from the body parts of dead people and brings it to life,[],[],1
what is the name of that movie where the guy goes to japan and learns how to drive his car where it will go sideways,[],[],0
what is the name of that movie with bill murray about a team of guys that hunt spirits and demons for example the stay puft marshmallow man,['bill murray'],[],1
what is the name of that movie with michael douglas and catherine zeta jones where he is a presidential cabinet member fighting illegal drugs and his daughter gets hooked on drugs,"['michael douglas', 'catherine zeta jones']",[],0
what is the name of that movie with nicolas cage and holly hunter and they steal a baby,"['nicolas cage', 'holly hunter']",[],1
what is the name of that movie with sigourney weaver battling a giant inswct like creature in space,['sigourney weaver'],[],1
what is the name of that musical where the guy has an umbrella and is dancing around in the rain,[],[],0
what is the name of that old frank capra movie that comes on tv every christmas where jimmie stewart plays the character george bailey,['jimmie stewart'],['frank capra'],0
what is the name of that old movie it was remade and had a giant gorilla in it and he ended up in new york,[],[],0
what is the name of that old movie starring jimmy stewart and he could see a giant rabbit but nobody else could,['jimmy stewart'],[],0
what is the name of that old western where the guy is a sheriff in a town,[],[],0
what is the name of that scary movie that johnny depp was in in the early 80 s,['johnny depp'],[],0
what is the name of that war movie starring tom hanks where they hunt for a soldier to send back home,['tom hanks'],[],1
what is the name of that western movie starring clint eastwood it was the first in a series,['clint eastwood'],[],1
what is the name of the 1931 james whale movie in which boris karloff portrays the monster,['boris karloff'],['james whale'],1
what is the name of the 1933 film in which a film crew goes to a tropical island for an exotic location shoot and discovers a colossal giant gorilla who takes a shine to their female blonde star,[],[],1
what is the name of the 1949 gangster film in which james cagney stars as cody jarrett,['james cagney'],[],1
what is the name of the 1954 movie directed by michael curtiz that stars danny kaye and rosemary clooney,"['danny kaye', 'rosemary clooney']",['michael curtiz'],1
what is the name of the 1974 movie that stars lucille ball as an eccentric woman and was directed by gene saks,['lucille ball'],['gene saks'],0
what is the name of the 1988 film starring winona ryder and christian slater about 4 girls 3 of which all have the same name,"['winona ryder', 'christian slater']",[],1
what is the name of the 1990 comedic hit that both broke box office records and launched the career of child actor macaulay culkin,['macaulay culkin'],[],1
what is the name of the 1992 disney film based upon a story from the 1001 arabian nights,[],[],1
what is the name of the 1995 film in which a virtuous hong kong police officer must clear his good name when the drug lords he is after frame him for the murder of a dirty cop,[],[],0
what is the name of the 2000 holiday family movie that features a character named martha may whoiver,[],[],0
what is the name of the 2010 animated dreamworks movie about a boy who befriends a dragon,[],[],1
what is the name of the 2010 buddy cop movie starring will ferrell and mark wahlberg,"['will ferrell', 'mark wahlberg']",[],0
what is the name of the 2010 documentary film that features a look into the late 2000 financial crisis,[],[],1
what is the name of the 2010 film that had a marine that was saved by a picture of a girl,[],[],0
what is the name of the 2010 movie about bow wow coming into a lot of money,['bow wow'],[],0
what is the name of the 2010 movie in which a record company intern is hired to accompany out of control british rock star aldous snow to a concert at l a s greek theater,[],[],0
what is the name of the al pacino film where tony montana is a cocaine dealer in miami,['al pacino'],[],0
what is the name of the american classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the american south during the civil war and reconstruction,[],[],1
what is the name of the american movie that is a remake of a famous vampire swedish movie,[],[],0
what is the name of the animated movie that is based on the dr seuss book and takes place in whoville,[],[],0
what is the name of the animated movie where a clown fish searches for his lost son,[],[],0
what is the name of the animated pixar movie about a young boy and an old man who go on an adventure when balloons carry away the old man s house,[],['pixar'],1
what is the name of the black and white famous russian film that has the famous montage scene on the steps,[],[],1
what is the name of the blockbuster hit that had the u s navy fighting a force from another planet,[],[],1
what is the name of the buddy comedy sequel that stars bradley cooper where the guys are in asia,['bradley cooper'],[],1
what is the name of the class movie made in 1950 featuring betty davis anne baxter and george sanders,"['betty davis anne baxter', 'george sanders']",[],1
what is the name of the classic disney animated film about a hand full of adorable dalmations,[],[],1
what is the name of the classic film about a man struggling to make ends meat who must go on a journey to find his stolen bicycle,[],[],1
what is the name of the classic film in which robert deniro plays a boxer,['robert deniro'],[],1
what is the name of the classic movie where the young character wants a red rider bb gun for a holiday gift,[],[],0
what is the name of the coen brothers movie about fast talking gangsters and dirty cops,[],['coen brothers'],0
what is the name of the comedy that stars emma stone playing a high school student,['emma stone'],[],1
what is the name of the comedy with both uk and us versions made a few years ago about a family death,[],[],0
what is the name of the crime thriller movie with al pacino and michelle pheiffer,"['al pacino', 'michelle pheiffer']",[],1
what is the name of the critical darling independent film about a huge wedding and cultural norms,[],[],1
what is the name of the cult classic set in a mansion and frequently viewed by people who dress up in costume and yell things at the movie screen like bitch,[],[],0
what is the name of the dark comedy starring kevin spacey where he has sex with his daughter s friend,['kevin spacey'],[],0
what is the name of the disney classic featuring woodland animals and a bunny named thumper,[],[],1
what is the name of the epic film starring channing tatum and jamie bell revolved around restoring honor to channing s character s family s name,"['channing tatum', 'jamie bell', 'channing s']",[],1
what is the name of the famous film that starred michael j fox traveling through time in a car,['michael j fox'],[],1
what is the name of the film about a horse in a war with british actors benedict cumberbatch and tom hiddleston,"['benedict cumberbatch', 'tom hiddleston']",[],0
what is the name of the film starring jake gyllenhaal that involves a dagger and is based off a video game,['jake gyllenhaal'],[],0
what is the name of the film that is apart of a series of movies about not being able to cheat death,[],[],1
what is the name of the film that was produced by george lucas about the tuskegee air men,[],['george lucas'],0
what is the name of the film were a mother and daughter move into a house and find out that a house near by is hauted,[],[],0
what is the name of the final film in a series about a psycho that kills people in horrible games of torture,[],[],0
what is the name of the first of three movies about a boy who befriends a mad scientist and travels through time,[],[],1
what is the name of the futuristic woody allen movie where characters pleasure themselves by holding an orgasm ball,[],['woody allen'],1
what is the name of the gene wilder movie in which charlie bucket finds a golden ticket,['gene wilder'],[],0
what is the name of the graphic novel adopted to film in which jason scharwtzman plays the evil ex boyfriend gideon,['jason scharwtzman'],[],0
what is the name of the hitchcock classic that contains two directions in its title,[],['hitchcock'],0
what is the name of the hitchcock classic that features a villain who has kept his mother in their home long after she s died,[],[],1
what is the name of the holiday movie based on the famous charles dickens novel,[],[],0
what is the name of the horror film that features a shocking intro in which a girl is mercilessly teased for getting her period in a school shower,[],[],0
what is the name of the horror movie sequel that ends at the beginning with a wax covered cassette tape,[],[],0
what is the name of the infamous corporate raider of the wall street films twice played by michael douglas,['michael douglas'],[],0
what is the name of the japanese animation movie made by studio ghibli and includes a royal figure in it,[],['studio ghibli'],0
what is the name of the last film based off of a boy wizard who is fighting evil,[],[],0
what is the name of the last film based off of a series of novels written by stephanie meyer involving a clan of vampires,[],[],1
what is the name of the latest james bond movie starring daniel craig that hit theaters in 2012,['daniel craig'],[],1
what is the name of the latest movie that kristen wiig is in about weddings,['kristen wiig'],[],0
what is the name of the main character in this movie who attacks people in their dreams,[],[],0
what is the name of the marvel superhero team movie that includes captain america iron man and the hulk,[],[],1
what is the name of the mel brooks satire about a black sheriff and his white friend and their struggles in a small town,[],['mel brooks'],1
what is the name of the michael moore documentary that centers around the events of september 11 2001,[],['michael moore'],1
what is the name of the mixed martial arts movie about two brothers who enter into the same mma tournament,[],[],0
what is the name of the mob movie with robert de niro ray liotta and joe pesci,"['robert de niro ray liotta', 'joe pesci']",[],0
what is the name of the most recent super hero movie starring christian bale and anne hathaway,"['christian bale', 'anne hathaway']",[],1
what is the name of the movie about a colony of tiny little blue creatures,[],[],0
what is the name of the movie about a famed anthropologist who lives with gorillas in the jungle,[],[],0
what is the name of the movie about a famed indiana high school basketball team starring gene hackman,['gene hackman'],[],0
what is the name of the movie about a friendship between a grown man and his stuffed animal,[],[],1
what is the name of the movie about a future in which monkeys rule the world,[],[],0
what is the name of the movie about a kid who learns martial arts from a wise old japanese man,[],[],1
what is the name of the movie about a man who starts spying on his neighbors after he s holed up in his apartment because of a broken leg,[],[],0
what is the name of the movie about a political candidate who is brain washed,[],[],0
what is the name of the movie about a young girl swept away by a dangerous tornado,[],[],0
what is the name of the movie about a young girl who has to compete with other people in a battle to the death that takes place in a post apocalyptic united states,[],[],0
what is the name of the movie about a young man s struggle with cancer and a friend who sticks by him,[],[],0
what is the name of the movie about an elephant who struggles to protect a microscopic community,[],[],0
what is the name of the movie about one american s trip deep into the jungle of africa to find another american who may be suffering from delusions,[],[],0
what is the name of the movie about that quebec circus that is about traveling to different places,[],[],0
what is the name of the movie about the famous racehorse who allegedly never lost a race,[],[],1
what is the name of the movie about the hero nicknamed the man of steel,[],[],0
what is the name of the movie about two brothers who have long stopped talking to each other who meet up again during a mixed martial arts tournament,[],[],0
what is the name of the movie based on a medical unit in the korean war,[],[],0
what is the name of the movie based on a popular italian comic book about a womanizing private eye who solves mysteries involving monsters,[],[],0
what is the name of the movie based on a shakespear play about a man struggling with the decision to avenge his father s murder,[],[],0
what is the name of the movie based on a true story in indiana of a small school winning the state basketball championship,[],[],1
what is the name of the movie based on an aspiring author during the civil rights movement of the 1960 s,[],[],0
what is the name of the movie in which charlton heston competes in a nine minute long chariot race,['charlton heston'],[],1
what is the name of the movie in which jesse eisenberg gets a bomb strapped to his chest after delivering pizza s to the wrong guys,['jesse eisenberg'],[],0
what is the name of the movie in which jim henson s characters do their rendition of a classic movie featuring ebenezer scrooge,[],[],1
what is the name of the movie in which mark wahlberg and will ferrell play buddy cops,"['mark wahlberg', 'will ferrell']",[],1
what is the name of the movie in which phil stu and alan find themselves roaming the streets of thailand,"['phil stu', 'alan']",[],0
what is the name of the movie in which robert downey jr is trying to get across country for the birth of his son only to find himself in trouble after meeting ethan tremblay,"['robert downey jr', 'ethan tremblay']",[],0
what is the name of the movie in which russel crowe portrays the prince of thieves,['russel crowe'],[],0
what is the name of the movie in which tom hanks plays an aging gangster and hit man,['tom hanks'],[],1
what is the name of the movie patterned after a comic book he had a side kick that would attack him to sharpen his skills,[],[],0
what is the name of the movie set in a world where alter realities are created starring arnold schwarzenegger,['arnold schwarzenegger'],[],0
what is the name of the movie starring arnold schwarzenegger as a cyborg that comes from the future to kill people,['arnold schwarzenegger'],[],0
what is the name of the movie starring charley brewster who finds out his neighbor is a vampire,['charley brewster'],[],0
what is the name of the movie starring jennifer lopez portraying a woman who is so afraid that she wo n t meet the right man so she gets invetrofertilization in order to become pregnant,['jennifer lopez'],[],0
what is the name of the movie starring robert deniro about a returning vietnam veteran and his struggles to integrate back to society,['robert deniro'],[],1
what is the name of the movie starring tom hanks he had a little boy a famous love story,['tom hanks'],[],0
what is the name of the movie that s based on nothing but songs by the beatles,[],[],0
what is the name of the movie that s based on the novel by sara gruen,[],[],0
what is the name of the movie that christopher nolan directed in between the filming of his batman movies,[],['christopher nolan'],0
what is the name of the movie that stars channing tatum where he falls in love with a girl from college,['channing tatum'],[],1
what is the name of the movie that stars tom cruise as an rock star,['tom cruise'],[],1
what is the name of the movie that takes place in texas and the family is presumed killed by the police but two escape and they torture some tourists at a motel,[],[],0
what is the name of the movie that took place primarily in oregon and starred river phoenix and keanu reeves,"['river phoenix', 'keanu reeves']",[],1
what is the name of the movie that was directed by steven spielberg about the jewish scared of the nazis,[],['steven spielberg'],0
what is the name of the movie when there is a little boy who constantly lied that made his nose get bigger,[],[],0
what is the name of the movie where all the passengers of the plane are stricken with food poisoning,[],[],0
what is the name of the movie where an aspiring boxer squares off against apollo creed,[],[],0
what is the name of the movie where anakin skywalker races on the planet tattooine,[],[],1
what is the name of the movie where darth vader chases han solo and princess leia across the galaxy and luke skywalker begins to study the force with yoda,[],[],1
what is the name of the movie where employee milton waddums constantly asks for his stapler to be returned to him,[],[],0
what is the name of the movie where janet jackson plays a sort of marriage counselor,['janet jackson'],[],0
what is the name of the movie where liam neeson battles a pack of wolves in the arctic snow,['liam neeson'],[],1
what is the name of the movie where ralphie asks santa for a red rider bb gun,[],[],0
what is the name of the movie where skynet tries to destroy the future leader of the resistence john connor,[],[],0
what is the name of the movie with emma stone about a high school student who pretends to be a party girl,['emma stone'],[],0
what is the name of the movie with gabriel byrne tom as an advisor to a prohibition era crime boss,['gabriel byrne tom'],[],0
what is the name of the movie with the cartoon rabbit with other real actors in the 80 s called,[],[],0
what is the name of the movie with the character neo and they can stop time,[],[],0
what is the name of the musical adaptation of charles dicken s story a christmas carol,[],[],1
what is the name of the musical film starring cher and christina aguilera as aging singers in a club,"['cher', 'christina aguilera']",[],1
what is the name of the name of the movie based on a tragic crash of a famous ship,[],[],0
what is the name of the name of the romantic comedy movie about a man who s son calls into a radio program to find a girlfriend for his father,[],[],0
what is the name of the new film with daniel craig that came out last year,['daniel craig'],[],1
what is the name of the old movie about the 1920 s that is about gangsters,[],[],0
what is the name of the oscar winning tom hanks movie about rescuing a soldier after the normandy invasion,['tom hanks'],[],1
what is the name of the pixar animated film about a group of toys that come to life when no one is around,[],['pixar'],0
what is the name of the post apocalyptic movie sequel starring mel gibson as max rockatansky,['mel gibson'],[],0
what is the name of the publishing house where bridget works,[],[],0
what is the name of the recent movie about a the lives of male strippers starring channing tatum,['channing tatum'],[],1
what is the name of the recent movie based loosely on the greek myth of perseus,[],[],0
what is the name of the recently released blockbuster cartoon that involved cute and scary characters,[],[],1
what is the name of the ridley scott science fiction movie starring harrison ford about a dystopian future,['harrison ford'],['ridley scott'],1
what is the name of the second movie in the animated trilogy which features the voices of ben stiller chris rock and cedric the entertainer,"['ben stiller chris rock', 'cedric the entertainer']",[],1
what is the name of the sequel film to the smash pixar animated film about talking cars,[],['pixar'],0
what is the name of the sequel that features jean claude van damme and chuck norris and a variety of other 1980 s action movie icons,"['jean claude van damme', 'chuck norris']",[],1
what is the name of the sequel to the blockbuster hit about a man who has a special suit that allows him to swing from buildings,[],[],0
what is the name of the sequel to the movie starring michael douglas as gordon gecko,['michael douglas'],[],0
what is the name of the stanley kubrick s last film in which tom cruise stars,['tom cruise'],['stanley kubrick'],1
what is the name of the starring marlon brando about the gritty dock work and the unions,['marlon brando'],[],1
what is the name of the steven spielberg film about the holocaust starring liam neeson as the title character,['liam neeson'],['steven spielberg'],0
what is the name of the steven spielberg horror movie that made us afraid to go in the water,[],['steven spielberg'],0
what is the name of the summer blockbuster movie about a large sea creature that terrorizes a vacation town,[],[],1
what is the name of the superhero movie that pits odin s sons against one another,[],[],0
what is the name of the the soderbergh movie about a volatile englishman who travels to los angeles to find his daughter,[],['soderbergh'],0
what is the name of the third film in a highly successful series that is based off of children s books by j k rowling,[],[],1
what is the name of the third installment in the series of movies that helped nph make his entertainment comeback,['nph'],[],1
what is the name of the third movie in the stoner franchise that features neil patrick harris who plays himself,['neil patrick harris'],[],1
what is the name of the third movie in the trilogy that ben stiller plays a man trying to get the approval of his father in law,['ben stiller'],[],0
what is the name of the vary famous disaster film based off of real life events that stars a young leonardo dicaprio,['leonardo dicaprio'],[],1
what is the name of the very famous christmas movie that was released in the 1940 s and remade in the 90 s,[],[],1
what is the name of the war movie about a unit that goes on a deadly search for a soldier who must be sent home,[],[],0
what is the name of the weak child that writes a journal that has the name of one of the kids in the title,[],[],0
what is the name of this animated movie starring jack black voicing a panda bear,['jack black'],[],0
what is the name of this famous pygmalion update starring rex harrison who teaches audrey hepburn how to behave,"['rex harrison', 'audrey hepburn']",[],0
what is the name of this final installment based off off jk rowlings books about a young wizards final battle against the infamous lord voldemort,[],[],0
what is the name of this horror movie about the masked ghostface going around killing teenagers,[],[],0
what is the name of this movie based on charles dicken s story about a grouchy man visited by three ghosts,[],[],0
what is the name of this movie starring sylvester stallone about a boxer given the fight of his life,['sylvester stallone'],[],0
what is the name of this movie titled after shakespeare s famous play about two young tragic lovers,[],[],0
what is the name of this steven spielberg directed classic about a man searching for the aliens that may or may not be trying to contact him,[],['steven spielberg'],0
what is the new animated movie where the main character is a video game character who is tired of being the bad guy,[],[],0
what is the new rob reiner movie about based on the book by wendelin van draanen called,[],['rob reiner'],1
what is the old western film with gary cooper and john cunningham where the town does n t help the man guy,"['gary cooper', 'john cunningham']",[],0
what is the only film to ever co star richard burton and peter o toole,"['richard burton', 'peter o toole']",[],0
what is the paul thomas anderson movie that stars daniel day lewis as an oil man,['daniel day lewis'],['paul thomas anderson'],1
what is the pixar animated film about a elderly man that makes his house fly,[],['pixar'],1
